Fstar,primals,time,dual_relgaps,dual_cert,reg,strategy,gaps,relgaps
15910.140914505446,17204.65953620088,5.781125068664551,Float64(1000),5.536699809304472e-6,0.05,gradient,Float64(1000),0.08136437185890721
15910.140914505446,17160.17430623762,5.839099168777466,Float64(1000),5.536699809304472e-6,0.05,gradient,Float64(1000),0.07856834194299966
15910.140914505446,17117.506530752362,5.89647912979126,Float64(1000),5.536699809304472e-6,0.05,gradient,Float64(1000),0.07588654448347142
15910.140914505446,17077.355959399818,5.953333139419556,Float64(1000),5.536699809304472e-6,0.05,gradient,Float64(1000),0.0733629608415479
15910.140914505446,17040.299405633545,6.006819009780884,Float64(1000),5.536699809304472e-6,0.05,gradient,Float64(1000),0.07103384547007507
15910.140914505446,17005.633564398235,6.067381143569946,Float64(1000),5.536699809304472e-6,0.05,gradient,Float64(1000),0.0688549935402531
15910.140914505446,16972.939135981807,6.303441047668457,Float64(1000),5.536699809304472e-6,0.05,gradient,Float64(1000),0.06680005080956869
15910.140914505446,16941.990430451267,6.365240097045898,Float64(1000),5.536699809304472e-6,0.05,gradient,Float64(1000),0.06485483198989604
15910.140914505446,16912.624017140162,6.427738189697266,Float64(1000),5.536699809304472e-6,0.05,gradient,Float64(1000),0.06300906497444922
15910.140914505446,16884.70567061615,6.479766130447388,Float64(1000),5.536699809304472e-6,0.05,gradient,Float64(1000),0.06125431329286231
15910.140914505446,16858.119944433747,6.536326169967651,Float64(1000),5.536699809304472e-6,0.05,gradient,Float64(1000),0.059583320790328055
15910.140914505446,16832.76580211043,6.588334083557129,Float64(1000),5.536699809304472e-6,0.05,gradient,Float64(1000),0.05798973702136202
15910.140914505446,16808.65315660407,6.642170190811157,Float64(1000),5.536699809304472e-6,0.05,gradient,Float64(1000),0.05647418504505133
15910.140914505446,16785.723081991906,6.693608045578003,Float64(1000),5.536699809304472e-6,0.05,gradient,Float64(1000),0.055032961190694576
15910.140914505446,16763.856061900085,6.745628118515015,Float64(1000),5.536699809304472e-6,0.05,gradient,Float64(1000),0.053658553496298604
15910.140914505446,16742.960960232704,6.7994771003723145,Float64(1000),5.536699809304472e-6,0.05,gradient,Float64(1000),0.052345233785325365
15910.140914505446,16722.965041885705,6.870066165924072,Float64(1000),5.536699809304472e-6,0.05,gradient,Float64(1000),0.05108843043867695
15910.140914505446,16703.80677633279,7.0889880657196045,Float64(1000),5.536699809304472e-6,0.05,gradient,Float64(1000),0.0498842760785198
15910.140914505446,16685.432277534124,7.152342081069946,Float64(1000),5.536699809304472e-6,0.05,gradient,Float64(1000),0.04872938380588679
15910.140914505446,16667.79336954528,7.202063083648682,Float64(1000),5.536699809304472e-6,0.05,gradient,Float64(1000),0.047620725618405774
15910.140914505446,16650.846418580983,7.255922079086304,Float64(1000),5.536699809304472e-6,0.05,gradient,Float64(1000),0.04655555900200906
15910.140914505446,16634.551562620385,7.305495977401733,Float64(1000),5.536699809304472e-6,0.05,gradient,Float64(1000),0.045531378509318314
15910.140914505446,16618.872165536046,7.355341196060181,Float64(1000),5.536699809304472e-6,0.05,gradient,Float64(1000),0.04454588145001546
15910.140914505446,16603.89608744502,7.405052185058594,Float64(1000),5.536699809304472e-6,0.05,gradient,Float64(1000),0.043604590095557894
15910.140914505446,16589.677941903024,7.4550299644470215,Float64(1000),5.536699809304472e-6,0.05,gradient,Float64(1000),0.04271093707146474
15910.140914505446,16576.088457619284,7.503512144088745,Float64(1000),5.536699809304472e-6,0.05,gradient,Float64(1000),0.041856797290003044
15910.140914505446,16563.08953061045,7.570095062255859,Float64(1000),5.536699809304472e-6,0.05,gradient,Float64(1000),0.04103977580171551
15910.140914505446,16550.64359714047,7.780673027038574,Float64(1000),5.536699809304472e-6,0.05,gradient,Float64(1000),0.04025751161330524
15910.140914505446,16538.71725364922,7.84232497215271,Float64(1000),5.536699809304472e-6,0.05,gradient,Float64(1000),0.03950790521099006
15910.140914505446,16527.280584408705,7.891304016113281,Float64(1000),5.536699809304472e-6,0.05,gradient,Float64(1000),0.038789076301681685
15910.140914505446,16516.30634549257,7.93845796585083,Float64(1000),5.536699809304472e-6,0.05,gradient,Float64(1000),0.03809931252302582
15910.140914505446,16505.76942770678,7.987709045410156,Float64(1000),5.536699809304472e-6,0.05,gradient,Float64(1000),0.03743703568698702
15910.140914505446,16495.646524080184,8.035099029541016,Float64(1000),5.536699809304472e-6,0.05,gradient,Float64(1000),0.03680078088063487
15910.140914505446,16485.915911265307,8.083247184753418,Float64(1000),5.536699809304472e-6,0.05,gradient,Float64(1000),0.03618918272652889
15910.140914505446,16476.55729145352,8.132166147232056,Float64(1000),5.536699809304472e-6,0.05,gradient,Float64(1000),0.035600965446614306
15910.140914505446,16467.551667502084,8.181015968322754,Float64(1000),5.536699809304472e-6,0.05,gradient,Float64(1000),0.03503493501358252
15910.140914505446,16458.881237807167,8.229817152023315,Float64(1000),5.536699809304472e-6,0.05,gradient,Float64(1000),0.03448997254332479
15910.140914505446,16450.529304240623,8.463499069213867,Float64(1000),5.536699809304472e-6,0.05,gradient,Float64(1000),0.03396502850848412
15910.140914505446,16442.480189734684,8.523190021514893,Float64(1000),5.536699809304472e-6,0.05,gradient,Float64(1000),0.03345911755840572
15910.140914505446,16434.719163599384,8.58100700378418,Float64(1000),5.536699809304472e-6,0.05,gradient,Float64(1000),0.032971313825113556
15910.140914505446,16427.232373421743,8.62776517868042,Float64(1000),5.536699809304472e-6,0.05,gradient,Float64(1000),0.032500746642970264
15910.140914505446,16420.006782731398,8.677852153778076,Float64(1000),5.536699809304472e-6,0.05,gradient,Float64(1000),0.032046596630775394
15910.140914505446,16413.030113838046,8.725178003311157,Float64(1000),5.536699809304472e-6,0.05,gradient,Float64(1000),0.03160809209892731
15910.140914505446,16406.290795311565,8.775516033172607,Float64(1000),5.536699809304472e-6,0.05,gradient,Float64(1000),0.031184505748391805
15910.140914505446,16399.777913685648,8.825772047042847,Float64(1000),5.536699809304472e-6,0.05,gradient,Float64(1000),0.0307751516351307
