n,Fstar,time,reg,strategy,gaps,primals,dual_relgaps,dual_cert,it,K,s,relgaps,p
500,444.82788634384883,0.6495299339294434,0.05,exact,5.524461471395625e-5,444.82794158846355,Float64(91),9.196438882790405e-6,seed = 3,5,5,1.241932361031263e-7,200
500,444.82788634384883,0.6579020023345947,0.05,exact,4.720609547348431e-5,444.8279335499443,Float64(91),9.196438882790405e-6,seed = 3,5,5,1.0612215853075886e-7,200
500,444.82788634384883,0.6664998531341553,0.05,exact,4.034184320289569e-5,444.82792668569203,Float64(91),9.196438882790405e-6,seed = 3,5,5,9.069090414828832e-8,200
500,444.82788634384883,0.6753079891204834,0.05,exact,3.447822359703423e-5,444.82792082207243,Float64(91),9.196438882790405e-6,seed = 3,5,5,7.750913253307776e-8,200
500,444.82788634384883,0.6836819648742676,0.05,exact,2.9469395599335257e-5,444.82791581324443,Float64(91),9.196438882790405e-6,seed = 3,5,5,6.624898416677865e-8,200
500,444.82788634384883,0.6924178600311279,0.05,exact,2.5188866118242004e-5,444.82791153271495,Float64(91),9.196438882790405e-6,seed = 3,5,5,5.6626094926906596e-8,200
500,444.82788634384883,0.7008569240570068,0.05,exact,2.153019408979162e-5,444.8279078740429,Float64(91),9.196438882790405e-6,seed = 3,5,5,4.840117886212946e-8,200
500,444.82788634384883,0.7092070579528809,0.05,exact,1.8402601767775195e-5,444.8279047464506,Float64(91),9.196438882790405e-6,seed = 3,5,5,4.1370162107035965e-8,200
500,444.82788634384883,0.7180628776550293,0.05,exact,1.572765881974192e-5,444.82790207150765,Float64(91),9.196438882790405e-6,seed = 3,5,5,3.5356728529345276e-8,200
500,444.82788634384883,0.7265100479125977,0.05,exact,1.3439982581076038e-5,444.8278997838314,Float64(91),9.196438882790405e-6,seed = 3,5,5,3.021389394343642e-8,200
500,444.82788634384883,0.7352399826049805,0.05,exact,1.1482906074888888e-5,444.8278978267549,Float64(91),9.196438882790405e-6,seed = 3,5,5,2.5814267556986484e-8,200
500,444.82788634384883,0.7435910701751709,0.05,exact,9.808464540128625e-6,444.8278961523134,Float64(91),9.196438882790405e-6,seed = 3,5,5,2.2050021685346298e-8,200
500,444.82788634384883,0.7519350051879883,0.05,exact,8.375019433515263e-6,444.82789471886827,Float64(91),9.196438882790405e-6,seed = 3,5,5,1.8827550364145632e-8,200
500,444.82788634384883,0.760627031326294,0.05,exact,7.1479440748589695e-6,444.8278934917929,Float64(91),9.196438882790405e-6,seed = 3,5,5,1.606901072144937e-8,200
500,444.82788634384883,0.769629955291748,0.05,exact,6.097142431826796e-6,444.82789244099126,Float64(91),9.196438882790405e-6,seed = 3,5,5,1.3706745055802883e-8,200
500,444.82788634384883,0.7790699005126953,0.05,exact,5.197175994453573e-6,444.8278915410248,Float64(91),9.196438882790405e-6,seed = 3,5,5,1.168356605780824e-8,200
500,444.82788634384883,0.7874958515167236,0.05,exact,4.426012537805946e-6,444.82789076986137,Float64(91),9.196438882790405e-6,seed = 3,5,5,9.94994395289478e-9,200
500,444.82788634384883,0.7959339618682861,0.05,exact,3.765310509606934e-6,444.82789010915934,Float64(91),9.196438882790405e-6,seed = 3,5,5,8.464645821904194e-9,200
500,444.82788634384883,0.804764986038208,0.05,exact,3.198800868631224e-6,444.8278895426497,Float64(91),9.196438882790405e-6,seed = 3,5,5,7.191097875906488e-9,200
500,444.82788634384883,0.8131439685821533,0.05,exact,2.7131029582960764e-6,444.8278890569518,Float64(91),9.196438882790405e-6,seed = 3,5,5,6.09921958939163e-9,200
500,444.82788634384883,0.8214700222015381,0.05,exact,2.296509080679243e-6,444.8278886403579,Float64(91),9.196438882790405e-6,seed = 3,5,5,5.162691349130162e-9,200
500,444.82788634384883,0.8302199840545654,0.05,exact,1.9391392811485275e-6,444.8278882829881,Float64(91),9.196438882790405e-6,seed = 3,5,5,4.359302419384711e-9,200
500,444.82788634384883,0.8385770320892334,0.05,exact,1.632383373362245e-6,444.8278879762322,Float64(91),9.196438882790405e-6,seed = 3,5,5,3.6696965803542814e-9,200
500,444.82788634384883,0.8474249839782715,0.05,exact,1.3690960827261733e-6,444.8278877129449,Float64(91),9.196438882790405e-6,seed = 3,5,5,3.0778108224713945e-9,200
500,444.82788634384883,0.8557019233703613,0.05,exact,1.1430145150370663e-6,444.82788748686335,Float64(91),9.196438882790405e-6,seed = 3,5,5,2.5695657806703336e-9,200
500,444.82788634384883,0.8638830184936523,0.05,exact,9.488287560088793e-7,444.8278872926776,Float64(91),9.196438882790405e-6,seed = 3,5,5,2.133024446393276e-9,200
500,444.82788634384883,0.8724930286407471,0.05,exact,7.819475058568059e-7,444.82788712579634,Float64(91),9.196438882790405e-6,seed = 3,5,5,1.7578652999564107e-9,200
500,444.82788634384883,0.8806710243225098,0.05,exact,6.385432129718538e-7,444.82788698239204,Float64(91),9.196438882790405e-6,seed = 3,5,5,1.43548377378091e-9,200
500,444.82788634384883,0.8891139030456543,0.05,exact,5.152292033017147e-7,444.82788685907803,Float64(91),9.196438882790405e-6,seed = 3,5,5,1.1582664197078826e-9,200
500,444.82788634384883,0.89739990234375,0.05,exact,4.091845653420023e-7,444.8278867530334,Float64(91),9.196438882790405e-6,seed = 3,5,5,9.198716580140515e-10,200
500,444.82788634384883,0.905768871307373,0.05,exact,3.179596888003289e-7,444.8278866618085,Float64(91),9.196438882790405e-6,seed = 3,5,5,7.14792616563945e-10,200
500,444.82788634384883,0.9144220352172852,0.05,exact,2.3942925508890767e-7,444.8278865832781,Float64(91),9.196438882790405e-6,seed = 3,5,5,5.382514505932538e-10,200
500,444.82788634384883,0.9227108955383301,0.05,exact,1.7181878320116084e-7,444.8278865156676,Float64(91),9.196438882790405e-6,seed = 3,5,5,3.862590194454359e-10,200
500,444.82788634384883,0.9308249950408936,0.05,exact,1.1358662277416443e-7,444.82788645743545,Float64(91),9.196438882790405e-6,seed = 3,5,5,2.553495998368294e-10,200
500,444.82788634384883,0.9393219947814941,0.05,exact,6.342463620967465e-8,444.82788640727347,Float64(91),9.196438882790405e-6,seed = 3,5,5,1.4258241930598713e-10,200
500,444.82788634384883,0.9473879337310791,0.05,exact,2.0186348592687864e-8,444.8278863640352,Float64(91),9.196438882790405e-6,seed = 3,5,5,1.0e-10,200
