n,p_K,Fstar,passes,time,final_relgap,reg,strategy,amplitude,gaps,primals,reached_tol,dual_relgaps,dual_cert,it,pass,K,s,relgaps,p
500,0.05,146.30070252466783,1000,0.27339696884155273,2.2616595911789793e-6,0.05,gradient,0.5,7.5628592528386775,153.8635617775065,false,Float64(1000),5.0413609193264335e-5,1,22,5,5,0.051693936681975264,200
500,0.05,146.30070252466783,1000,0.2802860736846924,2.2616595911789793e-6,0.05,gradient,0.5,7.201905201866197,153.50260772653402,false,Float64(1000),5.0413609193264335e-5,1,23,5,5,0.04922673013584388,200
500,0.05,146.30070252466783,1000,0.28756093978881836,2.2616595911789793e-6,0.05,gradient,0.5,6.875047831623192,153.17575035629102,false,Float64(1000),5.0413609193264335e-5,1,24,5,5,0.046992582489233006,200
500,0.05,146.30070252466783,1000,0.2952148914337158,2.2616595911789793e-6,0.05,gradient,0.5,6.5785001934428635,152.8792027181107,false,Float64(1000),5.0413609193264335e-5,1,25,5,5,0.04496560904985169,200
500,0.05,146.30070252466783,1000,0.3031759262084961,2.2616595911789793e-6,0.05,gradient,0.5,6.308005561250411,152.60870808591824,false,Float64(1000),5.0413609193264335e-5,1,26,5,5,0.04311671408540786,200
500,0.05,146.30070252466783,1000,0.31262898445129395,2.2616595911789793e-6,0.05,gradient,0.5,6.059892149849929,152.36059467451776,false,Float64(1000),5.0413609193264335e-5,1,27,5,5,0.041420800073247555,200
500,0.05,146.30070252466783,1000,0.31975507736206055,2.2616595911789793e-6,0.05,gradient,0.5,5.831216672345533,152.13191919701336,false,Float64(1000),5.0413609193264335e-5,1,28,5,5,0.03985774894937589,200
500,0.05,146.30070252466783,1000,0.32697200775146484,2.2616595911789793e-6,0.05,gradient,0.5,5.620086371029316,151.92078889569714,false,Float64(1000),5.0413609193264335e-5,1,29,5,5,0.03841462326595261,200
500,0.05,146.30070252466783,1000,0.33420801162719727,2.2616595911789793e-6,0.05,gradient,0.5,5.424079157982703,151.72478168265053,false,Float64(1000),5.0413609193264335e-5,1,30,5,5,0.037074867477605904,200
500,0.05,146.30070252466783,1000,0.3409690856933594,2.2616595911789793e-6,0.05,gradient,0.5,5.243068759561169,151.543771284229,false,Float64(1000),5.0413609193264335e-5,1,31,5,5,0.03583761847402703,200
500,0.05,146.30070252466783,1000,0.3480570316314697,2.2616595911789793e-6,0.05,gradient,0.5,5.075394913676831,151.37609743834466,false,Float64(1000),5.0413609193264335e-5,1,32,5,5,0.03469152797007975,200
500,0.05,146.30070252466783,1000,0.355820894241333,2.2616595911789793e-6,0.05,gradient,0.5,4.919327617591819,151.22003014225965,false,Float64(1000),5.0413609193264335e-5,1,33,5,5,0.033624770986744705,200
500,0.05,146.30070252466783,1000,0.36295390129089355,2.2616595911789793e-6,0.05,gradient,0.5,4.773503361894768,151.0742058865626,false,Float64(1000),5.0413609193264335e-5,1,34,5,5,0.03262802761381071,200
500,0.05,146.30070252466783,1000,0.37007594108581543,2.2616595911789793e-6,0.05,gradient,0.5,4.637046861193937,150.93774938586176,false,Float64(1000),5.0413609193264335e-5,1,35,5,5,0.031695315068033136,200
500,0.05,146.30070252466783,1000,0.37678098678588867,2.2616595911789793e-6,0.05,gradient,0.5,4.509039268745539,150.80974179341337,false,Float64(1000),5.0413609193264335e-5,1,36,5,5,0.03082035281399464,200
500,0.05,146.30070252466783,1000,0.3830440044403076,2.2616595911789793e-6,0.05,gradient,0.5,4.388628840240017,150.68933136490784,false,Float64(1000),5.0413609193264335e-5,1,37,5,5,0.0299973189773306,200
500,0.05,146.30070252466783,1000,0.3910090923309326,2.2616595911789793e-6,0.05,gradient,0.5,4.275061333088132,150.57576385775596,false,Float64(1000),5.0413609193264335e-5,1,38,5,5,0.029221058131059297,200
500,0.05,146.30070252466783,1000,0.39758801460266113,2.2616595911789793e-6,0.05,gradient,0.5,4.167719562455659,150.46842208712349,false,Float64(1000),5.0413609193264335e-5,1,39,5,5,0.028487351670460626,200
