n,p_K,Fstar,passes,time,final_relgap,reg,strategy,amplitude,gaps,primals,reached_tol,dual_relgaps,dual_cert,it,pass,K,s,relgaps,p
500,0.05,146.30070252466783,1000,0.4041590690612793,2.2616595911789793e-6,0.05,gradient,0.5,4.065997699256513,150.36670022392434,false,Float64(1000),5.0413609193264335e-5,1,40,5,5,0.027792058610046275,200
500,0.05,146.30070252466783,1000,0.41097092628479004,2.2616595911789793e-6,0.05,gradient,0.5,3.9694708713604427,150.27017339602827,false,Float64(1000),5.0413609193264335e-5,1,41,5,5,0.02713227484803874,200
500,0.05,146.30070252466783,1000,0.4172680377960205,2.2616595911789793e-6,0.05,gradient,0.5,3.8777121426653594,150.1784146673332,false,Float64(1000),5.0413609193264335e-5,1,42,5,5,0.026505082174923505,200
500,0.05,146.30070252466783,1000,0.42347002029418945,2.2616595911789793e-6,0.05,gradient,0.5,3.790242085911615,150.09094461057944,false,Float64(1000),5.0413609193264335e-5,1,43,5,5,0.025907203591674758,200
500,0.05,146.30070252466783,1000,0.4295010566711426,2.2616595911789793e-6,0.05,gradient,0.5,3.706811628367177,150.007514153035,false,Float64(1000),5.0413609193264335e-5,1,44,5,5,0.025336936627096303,200
500,0.05,146.30070252466783,1000,0.4352550506591797,2.2616595911789793e-6,0.05,gradient,0.5,3.627003231264581,149.9277057559324,false,Float64(1000),5.0413609193264335e-5,1,45,5,5,0.024791427304684543,200
500,0.05,146.30070252466783,1000,0.441072940826416,2.2616595911789793e-6,0.05,gradient,0.5,3.5506310525082085,149.85133357717604,false,Float64(1000),5.0413609193264335e-5,1,46,5,5,0.024269405349639624,200
500,0.05,146.30070252466783,1000,0.4485189914703369,2.2616595911789793e-6,0.05,gradient,0.5,3.4773637519211604,149.778066276589,false,Float64(1000),5.0413609193264335e-5,1,47,5,5,0.023768605973268245,200
500,0.05,146.30070252466783,1000,0.4548459053039551,2.2616595911789793e-6,0.05,gradient,0.5,3.4070220719475515,149.70772459661538,false,Float64(1000),5.0413609193264335e-5,1,48,5,5,0.02328780390766129,200
500,0.05,146.30070252466783,1000,0.4613308906555176,2.2616595911789793e-6,0.05,gradient,0.5,3.3393935407549975,149.64009606542282,false,Float64(1000),5.0413609193264335e-5,1,49,5,5,0.022825546857452313,200
500,0.05,146.30070252466783,1000,0.46745800971984863,2.2616595911789793e-6,0.05,gradient,0.5,3.274300143169995,149.57500266783782,false,Float64(1000),5.0413609193264335e-5,1,50,5,5,0.022380618046710432,200
500,0.05,146.30070252466783,1000,0.47351503372192383,2.2616595911789793e-6,0.05,gradient,0.5,3.2115311792013017,149.51223370386913,false,Float64(1000),5.0413609193264335e-5,1,51,5,5,0.02195157729102363,200
500,0.05,146.30070252466783,1000,0.47984790802001953,2.2616595911789793e-6,0.05,gradient,0.5,3.1510156907306452,149.45171821539847,false,Float64(1000),5.0413609193264335e-5,1,52,5,5,0.021537939574824333,200
500,0.05,146.30070252466783,1000,0.4860689640045166,2.2616595911789793e-6,0.05,gradient,0.5,3.092545793828293,149.39324831849612,false,Float64(1000),5.0413609193264335e-5,1,53,5,5,0.021138283962148834,200
500,0.05,146.30070252466783,1000,0.49324989318847656,2.2616595911789793e-6,0.05,gradient,0.5,3.0360074191952435,149.33670994386307,false,Float64(1000),5.0413609193264335e-5,1,54,5,5,0.020751830762284554,200
500,0.05,146.30070252466783,1000,0.4997079372406006,2.2616595911789793e-6,0.05,gradient,0.5,2.9812732103995927,149.28197573506742,false,Float64(1000),5.0413609193264335e-5,1,55,5,5,0.02037770946381422,200
500,0.05,146.30070252466783,1000,0.5057799816131592,2.2616595911789793e-6,0.05,gradient,0.5,2.928228797896452,149.22893132256428,false,Float64(1000),5.0413609193264335e-5,1,56,5,5,0.020015138323773406,200
