problem,type,thresh,npasses,primal,final_lambda,runtime,jerr,subopt,mode
news20-3pct,Newton,1.0e-8,837,0.0497392072128007,0.00228639068886428,0.542000000000002,0,1.6485999995707878e-9,Newton
news20-3pct,Newton,3.16227766016838e-9,991,0.0497392058545333,0.00228639068886428,0.441000000000003,0,2.9033259824062796e-10,Newton
news20-3pct,Newton,1.0e-9,1134,0.0497392056877657,0.00228639068886428,0.463000000000001,0,1.2356499851096103e-10,Newton
news20-3pct,Newton,3.16227766016838e-10,1288,0.049739205612434,0.00228639068886428,0.517000000000003,0,4.8233299299038634e-11,Newton
news20-3pct,Newton,1.0e-10,1457,0.0497392055960209,0.00228639068886428,0.485999999999997,0,3.1820199253296266e-11,Newton
news20-3pct,Newton,3.16227766016838e-11,1641,0.0497392055891188,0.00228639068886428,0.503999999999998,0,2.4918095364867554e-11,Newton
news20-3pct,Newton,1.0e-11,1835,0.0497392055685386,0.00228639068886428,0.527000000000001,0,4.337898096284931e-12,Newton
news20-3pct,Newton,3.16227766016838e-12,2034,0.049739205565446,0.00228639068886428,0.557000000000002,0,1.2452955333586146e-12,Newton
news20-3pct,Newton,1.0e-12,2257,0.0497392055644845,0.00228639068886428,0.582999999999998,0,2.8380076066980564e-13,Newton
news20-3pct,Newton,3.16227766016838e-13,2479,0.0497392055643436,0.00228639068886428,0.618000000000002,0,1.4289958105706546e-13,Newton
news20-3pct,Newton,1.0e-13,2754,0.0497392055642007,0.00228639068886428,0.645000000000003,0,1.0e-15,Newton
news20-3pct,modified.Newton,0.1,50,0.0506203942099944,0.00228639068886428,0.319000000000003,0,0.0008811886457937013,modified.Newton
news20-3pct,modified.Newton,0.0316227766016838,50,0.0506203942099944,0.00228639068886428,0.314999999999998,0,0.0008811886457937013,modified.Newton
news20-3pct,modified.Newton,0.01,50,0.0506203942099944,0.00228639068886428,0.320999999999998,0,0.0008811886457937013,modified.Newton
news20-3pct,modified.Newton,0.00316227766016838,50,0.0506203942099944,0.00228639068886428,0.327000000000005,0,0.0008811886457937013,modified.Newton
news20-3pct,modified.Newton,0.001,56,0.0506203397137614,0.00228639068886428,0.317999999999998,0,0.0008811341495606959,modified.Newton
news20-3pct,modified.Newton,0.000316227766016838,95,0.0501191408427248,0.00228639068886428,0.334000000000003,0,0.00037993527852409753,modified.Newton
news20-3pct,modified.Newton,0.0001,179,0.0498621220827126,0.00228639068886428,0.335999999999999,0,0.00012291651851190077,modified.Newton
news20-3pct,modified.Newton,3.16227766016838e-5,268,0.0497912726591647,0.00228639068886428,0.339999999999996,0,5.206709496399786e-5,modified.Newton
