primals,time,randomize,reg,strategy,gaps,ordering,dataset,relgaps
156.99401024633843,3.580770969390869,true,0.05,exact,1.3882944926990604e-7,permuted,w1a,8.842977451946703e-10
156.9940102463384,3.5988190174102783,true,0.05,exact,1.2146068684160127e-7,permuted,w1a,7.736644643385949e-10
156.99401024633838,3.6169989109039307,true,0.05,exact,6.768486855435185e-7,permuted,w1a,4.3113026062680945e-9
156.99401024633846,3.6334710121154785,true,0.05,exact,7.218455664315115e-7,permuted,w1a,4.597917877878701e-9
156.99401024633852,3.6490941047668457,true,0.05,exact,5.705686021428846e-7,permuted,w1a,3.6343335726478244e-9
156.9940102463385,3.6639959812164307,true,0.05,exact,6.59211707443319e-8,permuted,w1a,4.1989608801568503e-10
156.99401024633852,3.6778500080108643,true,0.05,exact,5.001675162930042e-7,permuted,w1a,3.1859019048446104e-9
156.99401024633855,3.6921029090881348,true,0.05,exact,4.4173552282700257e-7,permuted,w1a,2.813709402886629e-9
156.99401024633846,3.7061359882354736,true,0.05,exact,3.9928946193867887e-7,permuted,w1a,2.54334201229815e-9
156.99401024633846,3.720144033432007,true,0.05,exact,3.489101629838842e-7,permuted,w1a,2.22244251507692e-9
156.99401024633846,3.734415054321289,true,0.05,exact,3.1577997106069233e-7,permuted,w1a,2.0114141333494423e-9
156.9940102463384,3.748337984085083,true,0.05,exact,7.773081733830622e-8,permuted,w1a,4.951196368341648e-10
156.9940102463384,3.762303113937378,true,0.05,exact,2.592947510038357e-7,permuted,w1a,1.6516219351106312e-9
156.99401024633838,3.7769250869750977,true,0.05,exact,7.97439838606806e-8,permuted,w1a,5.079428427591268e-10
156.99401024633838,3.7917909622192383,true,0.05,exact,2.2879467564962397e-7,permuted,w1a,1.4573465273651115e-9
156.99401024633838,3.8060269355773926,true,0.05,exact,2.0478623241615423e-7,permuted,w1a,1.3044206724500213e-9
156.99401024633843,3.820265054702759,true,0.05,exact,2.6610933900883538e-8,permuted,w1a,1.695028610271721e-10
156.9940102463384,3.8346879482269287,true,0.05,exact,2.877931137845735e-8,permuted,w1a,1.8331470948031647e-10
156.9940102463384,3.8489139080047607,true,0.05,exact,1.5457410995622922e-7,permuted,w1a,9.845860342932056e-10
156.99401024633843,3.8631930351257324,true,0.05,exact,1.6154180570993049e-7,permuted,w1a,1.028967955251644e-9
156.9940102463384,3.877392053604126,true,0.05,exact,1.4479780929832486e-8,permuted,w1a,1.0e-10
