p,n,time,reg,strategy,gaps,primals,it,s,relgaps,μ0
1000,500,0.7279751300811768,0.05,gradient,3.1545612788234365,130.28876891477796,1,10,0.02421207372745105,$\mu_0 = 0.5$
1000,500,0.7429730892181396,0.05,gradient,1.6444641599203464,130.28585068562342,1,10,0.012621970469290625,$\mu_0 = 0.5$
1000,500,0.7564189434051514,0.05,gradient,1.6506903137496067,130.28358723398617,1,10,0.012669978995781003,$\mu_0 = 0.5$
1000,500,0.7719659805297852,0.05,gradient,1.4373945465278268,130.2819096544193,1,10,0.011032955767539817,$\mu_0 = 0.5$
1000,500,0.786978006362915,0.05,gradient,1.0413060686528013,130.280679865454,1,10,0.007992789642548681,$\mu_0 = 0.5$
1000,500,0.8019750118255615,0.05,gradient,0.984049215052579,130.27979056220136,1,10,0.007553352755681244,$\mu_0 = 0.5$
1000,500,0.816978931427002,0.05,gradient,0.7734377327189748,130.2790661266851,1,10,0.005936776764786398,$\mu_0 = 0.5$
1000,500,0.8309741020202637,0.05,gradient,0.7276300343822584,130.27856320790048,1,10,0.005585186207657936,$\mu_0 = 0.5$
1000,500,0.8457169532775879,0.05,gradient,0.9287993041963887,130.27815419678257,1,10,0.00712935572293614,$\mu_0 = 0.5$
1000,500,0.8609960079193115,0.05,gradient,0.4556055560956338,130.27783201287673,1,10,0.0034971840493216184,$\mu_0 = 0.5$
1000,500,0.875993013381958,0.05,gradient,0.7143921255038777,130.27758690893594,1,10,0.005483614967501953,$\mu_0 = 0.5$
1000,500,0.8889789581298828,0.05,gradient,0.38785506463810293,130.27740502996494,1,10,0.0029771476070535245,$\mu_0 = 0.5$
1000,500,0.9009709358215332,0.05,gradient,0.28310279465927124,130.2772337953126,1,10,0.002173079565874673,$\mu_0 = 0.5$
1000,500,0.9142990112304688,0.05,gradient,0.46907423333456677,130.2771268280217,1,10,0.0036005877989141546,$\mu_0 = 0.5$
1000,500,0.9319620132446289,0.05,gradient,0.2578576639720609,130.27703650165574,1,10,0.0019793024994760582,$\mu_0 = 0.5$
1000,500,0.9469730854034424,0.05,gradient,0.2221644884040188,130.27696491987635,1,10,0.0017053244105023142,$\mu_0 = 0.5$
1000,500,0.9589691162109375,0.05,gradient,0.26925054994504194,130.27690749656443,1,10,0.002066755767534184,$\mu_0 = 0.5$
1000,500,0.9739711284637451,0.05,gradient,0.1866154719224653,130.2768606785273,1,10,0.001432452938691544,$\mu_0 = 0.5$
1000,500,0.9889669418334961,0.05,gradient,0.3369244353008298,130.27682339741065,1,10,0.002586219302208795,$\mu_0 = 0.5$
1000,500,1.0039629936218262,0.05,gradient,0.19998691181208983,130.27679308695946,1,10,0.0015350923758047914,$\mu_0 = 0.5$
1000,500,1.0179760456085205,0.05,gradient,0.19029676180400656,130.27677044287603,1,10,0.0014607113851309984,$\mu_0 = 0.5$
1000,500,1.0329840183258057,0.05,gradient,0.17355366553275076,130.27675214960328,1,10,0.0013321921422591995,$\mu_0 = 0.5$
1000,500,1.0479791164398193,0.05,gradient,0.10082942795358463,130.2767376253121,1,10,0.0007739634089055818,$\mu_0 = 0.5$
1000,500,1.0629639625549316,0.05,gradient,0.13793241056842476,130.27672498277144,1,10,0.0010587647992123363,$\mu_0 = 0.5$
1000,500,1.0809800624847412,0.05,gradient,0.08202494826733187,130.27671556566324,1,10,0.0006296209411726297,$\mu_0 = 0.5$
1000,500,1.0989649295806885,0.05,gradient,0.08021453500043663,130.27670816537744,1,10,0.000615724300452923,$\mu_0 = 0.5$
1000,500,1.1129710674285889,0.05,gradient,0.09814328430519481,130.2767021389928,1,10,0.0007533448628480426,$\mu_0 = 0.5$
1000,500,1.1299750804901123,0.05,gradient,0.11022374463348683,130.2766975120643,1,10,0.0008460741386484682,$\mu_0 = 0.5$
1000,500,1.1430001258850098,0.05,gradient,0.06711400650922883,130.27669388381466,1,10,0.0005151651036607013,$\mu_0 = 0.5$
1000,500,1.1559619903564453,0.05,gradient,0.050768979720402285,130.27669046277407,1,10,0.0003897011778550613,$\mu_0 = 0.5$
1000,500,1.1689600944519043,0.05,gradient,0.05428430230392678,130.27668820264233,1,10,0.00041668469664725297,$\mu_0 = 0.5$
1000,500,1.180962085723877,0.05,gradient,0.05407553144758026,130.27668629764537,1,10,0.0004150821838071086,$\mu_0 = 0.5$
1000,500,1.1929600238800049,0.05,gradient,0.04122981248892188,130.27668477006154,1,10,0.0003164788278247373,$\mu_0 = 0.5$
1000,500,1.2079639434814453,0.05,gradient,0.04555123097290448,130.2766835533141,1,10,0.0003496499122520509,$\mu_0 = 0.5$
1000,500,1.2235069274902344,0.05,gradient,0.026444687682214862,130.27668257751156,1,10,0.00020298864815260318,$\mu_0 = 0.5$
1000,500,1.2359681129455566,0.05,gradient,0.042834481560589666,130.27668178041841,1,10,0.0003287962279603288,$\mu_0 = 0.5$
1000,500,1.249967098236084,0.05,gradient,0.030868383383392484,130.27668114502669,1,10,0.00023694480940168535,$\mu_0 = 0.5$
1000,500,1.262963056564331,0.05,gradient,0.03453935433790889,130.27668069782183,1,10,0.00026512307615530437,$\mu_0 = 0.5$
