primals,time,reg,strategy,gaps,dataset,relgaps
157.28758783819828,1.9088289737701416,0.05,gradient,3.1158360348541407,w1a,0.01980980239877161
157.27247876428137,1.922363042831421,0.05,gradient,2.978876051881599,w1a,0.01894086031635778
157.25819334754854,1.9356310367584229,0.05,gradient,2.8469093523712274,w1a,0.01810340874309432
157.2446826383411,1.9490361213684082,0.05,gradient,2.721040982532571,w1a,0.017304502364578513
157.23190166968294,1.962273120880127,0.05,gradient,2.600658954838366,w1a,0.01654027539717672
157.21980832993697,1.9756710529327393,0.05,gradient,2.4857723822109676,w1a,0.015810809137957967
157.20836297774142,1.988759994506836,0.05,gradient,2.375764036487425,w1a,0.015112198813645818
157.19752830633317,2.0019421577453613,0.05,gradient,2.27112926325961,w1a,0.014447614334201402
157.1872692536285,2.015141010284424,0.05,gradient,2.1715626287057432,w1a,0.013815130442923037
157.17755290758777,2.0286941528320312,0.05,gradient,2.0763453165380383,w1a,0.013210189865717158
157.1683483984809,2.041962146759033,0.05,gradient,1.9856160465688788,w1a,0.012633689077998039
157.1596267800436,2.055279016494751,0.05,gradient,1.8988560176154579,w1a,0.012082339825565034
157.15136108683777,2.0684590339660645,0.05,gradient,1.8166498808485017,w1a,0.011559873667557152
157.143527430112,2.0818850994110107,0.05,gradient,1.7373794477314846,w1a,0.011056003872028179
157.13610089290734,2.0951249599456787,0.05,gradient,1.6613820293760853,w1a,0.010572885670036855
157.12905848261693,2.1085779666900635,0.05,gradient,1.5886015644019835,w1a,0.010110170453148418
157.12237880769845,2.1218080520629883,0.05,gradient,1.5191783712658662,w1a,0.009668758726757718
157.11604189523953,2.1365721225738525,0.05,gradient,1.4525491169250415,w1a,0.009245071982487692
157.1100290457058,2.152064085006714,0.05,gradient,1.389106666003272,w1a,0.008841616760182502
157.10432743477378,2.363103151321411,0.05,gradient,1.3326473189593173,w1a,0.008482562770351459
1689.780119022717,81.92158603668213,0.05,exact,0.001849864116138633,gisette,1.0947365845495334e-6
1689.780119022506,82.48513793945312,0.05,exact,0.00168528975927984,gisette,9.973426366589853e-7
1689.7801190223336,83.04732298851013,0.05,exact,0.0015237749273637746,gisette,9.017592941295785e-7
1689.7801190221935,83.60957098007202,0.05,exact,0.0013671370984411624,gisette,8.090621276999451e-7
1689.7801190220812,84.39828991889954,0.05,exact,0.0012168217754151556,gisette,7.201065758303283e-7
1689.7801190219911,84.97224497795105,0.05,exact,0.0010739434233073553,gisette,6.355521710889408e-7
1689.78011902192,85.53240585327148,0.05,exact,0.0009393243392423756,gisette,5.558855431356809e-7
1689.7801190218638,86.09267497062683,0.05,exact,0.0008135313285038137,gisette,4.814421233543271e-7
1689.78011902182,86.65730285644531,0.05,exact,0.0006969099724756234,gisette,4.1242642437943385e-7
1689.7801190217856,87.21493291854858,0.05,exact,0.0005896163409033761,gisette,3.489308071896983e-7
1689.7801190217592,87.77418994903564,0.05,exact,0.000491646288537595,gisette,2.909528186556112e-7
1689.7801190217383,88.33298897743225,0.05,exact,0.0004028620555800444,gisette,2.3841093349664493e-7
1689.7801190217224,88.9076189994812,0.05,exact,0.0003230165068544011,gisette,1.9115889885212258e-7
1689.7801190217099,89.70582795143127,0.05,exact,0.00025177481734317553,gisette,1.4899856762957972e-7
1689.7801190217,90.26619601249695,0.05,exact,0.00018873388899010024,gisette,1.1169138923197174e-7
1689.7801190216921,90.83218598365784,0.05,exact,0.00016242146716649586,gisette,9.611988289963471e-8
1689.7801190216856,91.39867687225342,0.05,exact,0.00015518015152338194,gisette,9.183452318827433e-8
1689.7801190216805,91.96011996269226,0.05,exact,0.00015058886629049084,gisette,8.911743285136777e-8
1689.7801190216765,92.52038598060608,0.05,exact,0.0001550512706671725,gisette,9.175825240324271e-8
1689.7801190216726,93.07954406738281,0.05,exact,0.0001565514428421011,gisette,9.264604375434317e-8
1689.7801190216694,93.6407699584961,0.05,exact,0.00015555805998701544,gisette,9.2058166761412e-8
1689.7801190216665,94.20052289962769,0.05,exact,0.00015249798707372975,gisette,9.024723711509971e-8
1689.7801190216642,94.99820685386658,0.05,exact,0.00014775712179471157,gisette,8.744162635802512e-8
1689.780119021662,95.5625410079956,0.05,exact,0.0001416816230630502,gisette,8.384618890242366e-8
1689.7801190216599,96.13474488258362,0.05,exact,0.00013457952240969462,gisette,7.964321564370918e-8
1689.7801190216578,96.69226503372192,0.05,exact,0.0001267226180061698,gisette,7.499355482980776e-8
1689.7801190216562,97.24858784675598,0.05,exact,0.00011834857286885381,gisette,7.003785376370442e-8
1689.780119021655,97.80783987045288,0.05,exact,0.0001096631303880713,gisette,6.489786993799157e-8
1689.7801190216537,98.36631393432617,0.05,exact,0.0001008424715109868,gisette,5.9677865999141e-8
1689.7801190216528,98.92652702331543,0.05,exact,9.203556351167208e-5,gisette,5.4465999733124296e-8
1689.7801190216517,99.48332595825195,0.05,exact,8.336651967510988e-5,gisette,4.933572050982432e-8
1689.7801190216508,100.28168296813965,0.05,exact,7.493694033655629e-5,gisette,4.43471546936789e-8
1689.7801190216499,100.84199690818787,0.05,exact,6.68281620619382e-5,gisette,3.954843669283458e-8
1689.7801190216492,101.39958000183105,0.05,exact,5.9103447711095214e-5,gisette,3.4977005023183134e-8
1689.7801190216487,101.95756387710571,0.05,exact,5.181009919397184e-5,gisette,3.066085262262934e-8
1689.7801190216483,102.51534295082092,0.05,exact,4.498137195696472e-5,gisette,2.66196598306578e-8
1689.7801190216478,103.07422304153442,0.05,exact,3.8638350133624044e-5,gisette,2.2865904089340896e-8
1689.7801190216476,103.633868932724,0.05,exact,3.279164616287744e-5,gisette,1.9405865765460192e-8
1689.7801190216474,104.1944899559021,0.05,exact,2.7443009457783774e-5,gisette,1.6240580149370433e-8
1689.780119021647,104.75461602210999,0.05,exact,2.3750252239551628e-5,gisette,1.4055232377395118e-8
1689.780119021647,105.55778098106384,0.05,exact,2.231510143246851e-5,gisette,1.3205920214867104e-8
1689.780119021647,106.1180899143219,0.05,exact,2.079713294733665e-5,gisette,1.2307597132446928e-8
1689.780119021647,106.68475985527039,0.05,exact,1.923197487485595e-5,gisette,1.1381347583844772e-8
1689.7801190216464,107.24398589134216,0.05,exact,1.764999478837126e-5,gisette,1.0445142885566853e-8
1689.780119021647,107.8038740158081,0.05,exact,1.6345002222806215e-5,gisette,9.672857455720148e-9
1689.7801190216464,108.36441397666931,0.05,exact,1.5987027836672496e-5,gisette,9.461010729566821e-9
1689.7801190216467,108.92323398590088,0.05,exact,1.5459114365512505e-5,gisette,9.148595247092305e-9
1689.7801190216464,109.4794909954071,0.05,exact,1.4796945151829277e-5,gisette,8.756728159635617e-9
1689.7801190216464,110.03872203826904,0.05,exact,1.4032226317794994e-5,gisette,8.304172927492726e-9
1689.7801190216464,110.83928990364075,0.05,exact,1.3192917322157882e-5,gisette,7.80747576187389e-9
1689.7801190216464,111.39719891548157,0.05,exact,1.2303382391110063e-5,gisette,7.281055240627111e-9
1689.7801190216464,111.95590901374817,0.05,exact,1.1384698609617772e-5,gisette,6.73738463452234e-9
1689.7801190216464,112.51996302604675,0.05,exact,1.045485964823456e-5,gisette,6.187112471347896e-9
1689.7801190216464,113.08272194862366,0.05,exact,9.85073893389199e-6,gisette,5.829598077882108e-9
1689.7801190216464,113.64053893089294,0.05,exact,9.852879202298936e-6,gisette,5.830864673685227e-9
1689.7801190216464,114.19678688049316,0.05,exact,9.713216286399984e-6,gisette,5.748213141496639e-9
1689.7801190216464,114.75517892837524,0.05,exact,9.457270834900555e-6,gisette,5.5967464218812985e-9
1689.7801190216464,115.31461596488953,0.05,exact,9.108013728109654e-6,gisette,5.390058520384911e-9
1689.7801190216464,116.12255501747131,0.05,exact,8.6859231487324e-6,gisette,5.140268281627908e-9
1689.7801190216464,116.68414402008057,0.05,exact,8.209151474147802e-6,gisette,4.858118154982649e-9
1689.7801190216464,117.2494969367981,0.05,exact,7.6935953075008e-6,gisette,4.553015638481567e-9
1689.7801190216464,117.80903887748718,0.05,exact,7.153102615120588e-6,gisette,4.233155861285734e-9
1689.7801190216464,118.36809706687927,0.05,exact,6.599555717912153e-6,gisette,3.905570697407177e-9
1689.7801190216462,118.92779088020325,0.05,exact,6.043075472916826e-6,gisette,3.576249598921582e-9
1689.7801190216462,119.48541402816772,0.05,exact,5.492121090355795e-6,gisette,3.2501986669932174e-9
1689.7801190216462,120.04512095451355,0.05,exact,4.953698407916818e-6,gisette,2.9315639071342162e-9
1689.7801190216464,120.60421991348267,0.05,exact,4.4848950437881285e-6,gisette,2.6541293706217856e-9
1689.7801190216462,121.40791201591492,0.05,exact,4.153846930421423e-6,gisette,2.4582174234754456e-9
1689.7801190216462,121.98320007324219,0.05,exact,3.818093091467745e-6,gisette,2.259520660994849e-9
1689.7801190216464,122.53986692428589,0.05,exact,3.483218961264356e-6,gisette,2.0613445039707767e-9
1689.7801190216464,123.11596298217773,0.05,exact,3.153876150463475e-6,gisette,1.866441742899375e-9
1689.7801190216464,123.6735188961029,0.05,exact,2.928128651547013e-6,gisette,1.7328459594153285e-9
1689.7801190216462,124.23023986816406,0.05,exact,2.6985478598362533e-6,gisette,1.5969816601929642e-9
1689.7801190216464,124.79042100906372,0.05,exact,2.468284264978138e-6,gisette,1.4607132828661944e-9
1689.7801190216464,125.35007500648499,0.05,exact,2.2407693904824555e-6,gisette,1.3260715789340818e-9
1689.7801190216464,125.91008305549622,0.05,exact,2.018802888414939e-6,gisette,1.1947133628153886e-9
1689.780119021646,126.71090698242188,0.05,exact,1.8046534933091607e-6,gisette,1.067981255664213e-9
1689.7801190216462,127.26983785629272,0.05,exact,1.6001097264961572e-6,gisette,9.469336918359493e-10
1689.780119021646,127.82714104652405,0.05,exact,1.4065067261981312e-6,gisette,8.323607967482033e-10
1689.7801190216462,128.38324785232544,0.05,exact,1.224814695888199e-6,gisette,7.248367299985431e-10
1689.780119021646,128.94865703582764,0.05,exact,1.0556564120633993e-6,gisette,6.247300463415362e-10
1689.780119021646,129.50748085975647,0.05,exact,8.99398401088547e-7,gisette,5.322576535042224e-10
1689.780119021646,130.06902503967285,0.05,exact,7.561234269815031e-7,gisette,4.474685306507723e-10
1689.780119021646,130.63594484329224,0.05,exact,6.257535005715908e-7,gisette,3.703165243380254e-10
1689.7801190216462,131.37994384765625,0.05,exact,5.080200935481116e-7,gisette,3.006427213987146e-10
1689.780119021646,131.99669289588928,0.05,exact,4.0250233723782003e-7,gisette,2.3819805470954533e-10
1689.780119021646,132.5542619228363,0.05,exact,3.087143340962939e-7,gisette,1.8269497351823161e-10
1689.7801190216462,133.1128659248352,0.05,exact,2.31052808885579e-7,gisette,1.3673542864225116e-10
1689.7801190216462,133.6706349849701,0.05,exact,2.2188555703905877e-7,gisette,1.313103134196695e-10
1689.780119021646,134.2305178642273,0.05,exact,2.1105734049342573e-7,gisette,1.249022509600979e-10
1689.780119021646,134.78830695152283,0.05,exact,2.1429787011584267e-7,gisette,1.2681997361876732e-10
1689.780119021646,135.344251871109,0.05,exact,2.1842515707248822e-7,gisette,1.2926247303640468e-10
1689.780119021646,135.9054079055786,0.05,exact,2.187280188081786e-7,gisette,1.2944170448331374e-10
1689.780119021646,136.65120887756348,0.05,exact,2.1584037313004956e-7,gisette,1.2773281606308486e-10
1689.7801190216462,137.27102303504944,0.05,exact,2.103356564475689e-7,gisette,1.24475163413184e-10
1689.780119021646,137.8309988975525,0.05,exact,2.0272136680432595e-7,gisette,1.199690803095128e-10
1689.7801190216464,138.40694904327393,0.05,exact,1.9346180124557577e-7,gisette,1.1448933448074109e-10
1689.7801190216464,138.98865294456482,0.05,exact,1.8295622794539668e-7,gisette,1.0827221002654782e-10
1689.7801190216464,139.55295705795288,0.05,exact,1.7157071852125227e-7,gisette,1.0153434555768639e-10
1689.7801190216462,140.12238693237305,0.05,exact,1.5959972188284155e-7,gisette,1.0e-10
